Código da IES,Sigla da IES,Nome da IES,Categoria Administrativa,Organização Acadêmica,Situaçao da IES,Sinalização da IES,Código do Curso,Nome do Curso,Grau,Modalidade,Situação do Curso,Qt. Vagas Autorizadas,Carga Horária,Tipo de Periodicidade,Integralização - Turno Integral,Quantitativo de Vagas - Integral,Integralização - Turno Matutino,Quantitativo de Vagas - Matutino,Integralização - Turno Vespertino,Quantitativo de Vagas - Vespertino,Integralização - Turno Noturno,Quantitativo de Vagas - Noturno,Sinalização do Curso,Código do Endereço,Nome do Campus,Endereço,Número Endereço,Complemento,Bairro,Código do Município,Município,UF,Início Funcionamento,Data Ato de Criação,Valor CC,Ano CC,CPC Faixa,CPC Contínuo,CPC Ano, Valor IDD,IDD Ano,Valor ENADE,ENADE Ano,Código Rótulo CINE,Rótulo CINE,Código Área Detalhada CINE,Área Detalhada CINE,Código Área Específica CINE,Área Específica CINE,Código Área Geral CINE , Área Geral CINE 
138,CBM,CENTRO UNIVERSITÁRIO BARÃO DE MAUÁ,Privada sem fins lucrativos,Centro Universitário,Ativa,,19850,MEDICINA,Bacharelado,Educação Presencial,Em atividade,110,7619,Semestral,12.00 Semestres,110,,,,,,,,657741,Unidade Central,Rua Ramos de Azevedo,423,,Jardim Paulista,000000003543402,Ribeirão Preto,SP,01/06/1999,1999-02-17,4,2018,4,309,2016,4,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
1895,UNICHRISTUS,CENTRO UNIVERSITÁRIO CHRISTUS,Privada com fins lucrativos,Centro Universitário,Ativa,,90084,MEDICINA,Bacharelado,Educação Presencial,Em atividade,196,7408,Semestral,12.0 Semestres,196,,,,,,,,3349,Sede Parque Ecologico,Rua João Adolfo Gurgel,133,,Cocó,000000002304400,Fortaleza,CE,01/08/2006,2005-12-23,5,2019,4,333,2016,3,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
449,ULBRA,UNIVERSIDADE LUTERANA DO BRASIL,Privada sem fins lucrativos,Universidade,Ativa,,9326,MEDICINA,Bacharelado,Educação Presencial,Em atividade,120,7604,Semestral,12.0 Semestres,120,,,,,,,,657901,ULBRA Canoas,Avenida Farroupilha,8001,,São José,000000004304606,Canoas,RS,05/04/1996,1996-02-05,4,2018,3,287,2016,3,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
534,EBMSP,ESCOLA BAHIANA DE MEDICINA E SAÚDE PÚBLICA,Privada sem fins lucrativos,Faculdade ,Ativa,,11114,MEDICINA,Bacharelado,Educação Presencial,Em atividade,300,7738,Semestral,12.0 Semestres,300,,,,,,,Visita Obrigatória no Próximo Ato,779,Campus II - Brotas,Av. D. João VI,275,,Brotas,000000002927408,Salvador,BA,31/05/1952,1953-04-07,4,2017,4,320,2016,4,2016,4,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
737,SAO CAMILO,CENTRO UNIVERSITÁRIO SÃO CAMILO,Privada sem fins lucrativos,Centro Universitário,Ativa,,100958,MEDICINA,Bacharelado,Educação Presencial,Em atividade,180,9596,Semestral,12.00 Semestres,180,,,,,,,,658065,CAMPUS  - SÃO PAULO - IPIRANGA,Avenida Nazaré,1.501,- de 1353 ao fim - lado ímpar,Ipiranga,000000003550308,São Paulo,SP,02/08/2007,2007-02-05,4,2018,3,215,2016,3,2016,2,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
38,UEPA,UNIVERSIDADE DO ESTADO DO PARÁ,Pública Estadual,Universidade,Ativa,,1272168,MEDICINA,Bacharelado,Educação Presencial,Em atividade,40,8690,Semestral,9.00 Semestres,40,,,,,,,,1755,Campus VIII - Marabá,Avenida Hiléia,S/N,Agrópolis INCRA,Amapá,000000001504208,Marabá,PA,Não iniciado,2013-10-23,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
83,UNIVALI,UNIVERSIDADE DO VALE DO ITAJAÍ,Privada sem fins lucrativos,Universidade,Ativa,,19434,MEDICINA,Bacharelado,Educação Presencial,Em atividade,74,8295,Semestral,12.0 Semestres,74,,,,,,,,657725,Campus Itajaí,Rua Uruguai,458,UNIVALI - Universidade do Vale do Itajaí,Centro,000000004208203,Itajaí,SC,21/03/1998,1997-04-07,4,2017,3,255,2016,3,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
586,UFRJ,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,Pública Federal,Universidade,Ativa,,14359,MEDICINA,Bacharelado,Educação Presencial,Em atividade,200,8550,Semestral,12.0 Semestres,200,,,,,,,,657978,Cidade Universitária,Avenida Brigadeiro Trompowsky,s/n,Cidade Universitária,Ilha do Fundão,000000003304557,Rio de Janeiro,RJ,05/11/1808,1808-11-05,4,2019,4,316,2016,3,2016,4,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
384,UNIEVANGÉLICA,CENTRO UNIVERSITÁRIO DE ANÁPOLIS,Privada sem fins lucrativos,Centro Universitário,Ativa,,108884,MEDICINA,Bacharelado,Educação Presencial,Em atividade,160,7200,Semestral,12.0 Semestres,160,,,,,,,,657866,Unidade SEDE,Avenida Universitária,s/n,Km 3,5,Cidade Universitária,000000005201108,Anápolis,GO,02/03/2008,2008-02-06,4,2018,3,268,2016,3,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
349,UNI-BH,CENTRO UNIVERSITÁRIO DE BELO HORIZONTE,Privada com fins lucrativos,Centro Universitário,Ativa,,100688,MEDICINA,Bacharelado,Educação Presencial,Em atividade,160,7200,Semestral,12.0 Semestres,160,,,,,,,,1000184,Campus Buritis - Unidade SEDE,Avenida Prof. Mário Werneck,1685,Campus Buritis - Unidade SEDE,Estoril,000000003106200,Belo Horizonte,MG,26/03/2007,2007-02-05,4,2017,4,313,2016,3,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
409,UPE,UNIVERSIDADE DE PERNAMBUCO,Pública Estadual,Universidade,Ativa,,1183958,MEDICINA,Bacharelado,Educação Presencial,Em atividade,40,8533,Anual,6.0 Anos,40,,,,,,,,695322,Campus Garanhuns,Rua Cap. Pedro Rodrigues,105,,São José,000000002606002,Garanhuns,PE,01/08/2011,,,,2,157,2016,2,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
8,UFV,UNIVERSIDADE FEDERAL DE VIÇOSA,Pública Federal,Universidade,Ativa,,1068548,MEDICINA,Bacharelado,Educação Presencial,Em atividade,50,8130,Semestral,12.0 Semestres,50,12.0 Semestres,0,,,,,,1005394,Universidade Federal de Viçosa,Av. P.H. Rolfs,s/n,Campus Universitário,Campus Universitário,000000003171303,Viçosa,MG,01/03/2010,2010-01-15,4,2017,5,398,2016,5,2016,5,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
589,UFERSA,UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO,Pública Federal,Universidade,Ativa,,1342537,MEDICINA,Bacharelado,Educação Presencial,Em atividade,80,9536,Semestral,12.0 Semestres,80,,,,,,,,102292,Unidade SEDE,BR 110 - Km 47,s/n,,Presidente Costa e Silva,000000002408003,Mossoró,RN,03/12/2015,2015-12-03,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
506,FMC,FACULDADE DE MEDICINA DE CAMPOS,Privada sem fins lucrativos,Faculdade ,Ativa,,10289,MEDICINA,Bacharelado,Educação Presencial,Em atividade,126,8000,Semestral,12.0 Semestres,90,,,,,,,,657939,POLO SEDE,Avenida Doutor Alberto Torres,217,TÉRREO,CENTRO,000000003301009,Campos dos Goytacazes,RJ,14/10/1967,1967-09-21,3,2017,3,234,2016,3,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
22059,,Faculdade Pitágoras de Medicina de Eunápolis,Privada com fins lucrativos,Faculdade ,Ativa,,1399619,MEDICINA,Bacharelado,Educação Presencial,Em atividade,55,8680,Semestral,12.0 Semestres,55,,,,,,,,1079915,Campus Principal,Rua Dona Cotinha,379,,Centauro Oeste,000000002910727,Eunápolis,BA,17/09/2018,2018-07-16,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
570,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,Pública Federal,Universidade,Ativa,,12345,MEDICINA,Bacharelado,Educação Presencial,Em atividade,100,8332,Semestral,12.00 Semestres,100,,,,,,,,690191,CENTRO DE CIÊNCIAS DA SAÚDE,Rua General Cordeiro de Farias,s/n,CAMPUS UNIVERSITÁRIO,Petrópolis,000000002408102,Natal,RN,01/03/1956,1955-09-27,4,2017,4,313,2016,4,2016,4,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
592,UFLA,UNIVERSIDADE FEDERAL DE LAVRAS,Pública Federal,Universidade,Ativa,,1267038,MEDICINA,Bacharelado,Educação Presencial,Em atividade,60,7854,Semestral,12.0 Semestres,60,,,,,,,,1000100,LAVRAS - Unidade Sede,Praça Prof. Edmir Sá Santos,S/N,,Campus Universitário,000000003138203,Lavras,MG,02/03/2015,2014-11-18,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
3533,FACERES,FACULDADE CERES,Privada com fins lucrativos,Faculdade ,Ativa,,5000981,MEDICINA,Bacharelado,Educação Presencial,Em atividade,120,9580,Semestral,12.0 Semestres,120,,,,,,,,659541,CAMPUS  - SÃO JOSÉ DO RIO PRETO - JARDIM MORUMBI,Avenida Anísio Haddad,6.751,,Jardim Morumbi,000000003549805,São José do Rio Preto,SP,13/08/2012,2012-06-06,4,2018,,,,,,0,2013,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
3,UFS,UNIVERSIDADE FEDERAL DE SERGIPE,Pública Federal,Universidade,Ativa,,303,MEDICINA,Bacharelado,Educação Presencial,Em atividade,100,7455,Semestral,12.00 Semestres,100,,,,,,,,1451,Campus da Saúde Prof João Cardoso Nascimento Júnior,Rua Cláudio Batista,s/n,,Sanatório,000000002800308,Aracaju,SE,20/03/1961,1961-01-11,4,2019,4,309,2016,4,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
68,FAFIPE,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE PENÁPOLIS,Pública Municipal,Faculdade ,Ativa,,1453564,MEDICINA,Bacharelado,Educação Presencial,Em atividade,66,8646,Semestral,12.0 Semestres,66,,,,,,,,685895,CAMPUS I - Av. São José, 400 - Vila São Vicente - Penápolis - CEP 16303-180,AV SÃO JOSÉ,400,,VILA MARTINS,000000003537305,Penápolis,SP,Não iniciado,2018-07-17,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
2636,FADIP,FACULDADE DINÂMICA DO VALE DO PIRANGA,Privada com fins lucrativos,Faculdade ,Ativa,,1189607,MEDICINA,Bacharelado,Educação Presencial,Em atividade,61,8668,Semestral,12.00 Semestres,61,,,,,,,,659249,Unidade SEDE,Rua G,205,Quadra E,Paraíso,000000003152105,Ponte Nova,MG,03/08/2015,2015-04-16,4,2013,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
140,,UNIVERSIDADE DE VASSOURAS,Privada sem fins lucrativos,Universidade,Ativa,Unificação de Mantidas,4503,MEDICINA,Bacharelado,Educação Presencial,Em atividade,280,7760,Semestral,12.00 Semestres,280,,,,,,,,28198,UNIVERSIDADE DE VASSOURAS,AVENIDA EXPEDICIONÁRIO OSWALDO DE ALMEIDA RAMOS,280,BLOCO 7,CENTRO,000000003306206,Vassouras,RJ,01/07/1969,1968-12-19,4,2018,4,300,2016,4,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
316,UNINOVE,UNIVERSIDADE NOVE DE JULHO,Privada sem fins lucrativos,Universidade,Ativa,,1390317,MEDICINA,Bacharelado,Educação Presencial,Em atividade,199,8078,Semestral,12.0 Semestres,199,,,,,,,,1081315,Campus São Bernardo do Campo,Avenida Dom Jaime de Barros Câmara,90,,Planalto,000000003548708,São Bernardo do Campo,SP,14/08/2017,2017-08-02,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
22104,FIP GUANAMBI,Faculdades Integradas Padrão,Privada com fins lucrativos,Faculdade ,Ativa,,1408509,MEDICINA,Bacharelado,Educação Presencial,Em atividade,60,8640,Semestral,12.0 Semestres,60,,,,,,,,1081224,Campus Principal,Avenida Prisco Viana,215,,Santa Catarina,000000002911709,Guanambi,BA,22/08/2018,2018-08-03,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
2058,UNNESA,FACULDADE METROPOLITANA,Privada com fins lucrativos,Faculdade ,Ativa,,1184060,MEDICINA,Bacharelado,Educação Presencial,Em atividade,100,7800,Anual,6.00 Anos,100,,,,,,,,1041000,Unidade SEDE,Rua das Araras,241,- de 1/2 a 240/241,Eldorado,000000001100205,Porto Velho,RO,28/10/2019,2019-08-29,4,2018,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
338,PUC MINAS,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,Privada sem fins lucrativos,Universidade,Ativa,Em Supervisão - Medida Cautelar,1399488,MEDICINA,Bacharelado,Educação Presencial,Em atividade,50,8741,Semestral,12.00 Semestres,50,,,,,,,,1854,Campus/Polo Contagem,Rua Rio Comprido,4580,,Cinco,000000003118601,Contagem,MG,01/08/2018,2018-04-06,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
1356,UNIFUNEC,CENTRO UNIVERSITÁRIO DE SANTA FÉ DO SUL,Especial,Centro Universitário,Ativa,,1483773,MEDICINA,Bacharelado,Educação Presencial,Em atividade,60,8160,Semestral,12.00 Semestres,60,,,,,,,,1049953,CAMPUS II - Reitoria,Avenida Mangará,477,,JARDIM MANGARÁ,000000003546603,Santa Fé do Sul,SP,08/08/2019,2019-04-29,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
271,UNOESTE,UNIVERSIDADE DO OESTE PAULISTA,Privada sem fins lucrativos,Universidade,Ativa,Adesão ao PROIES,1408261,MEDICINA,Bacharelado,Educação Presencial,Em atividade,55,7619,Semestral,12.00 Semestres,55,,,,,,,,1082292,Guarujá,Hospital Santo Amaro - Rua Quinto Bertoldi, S/N, Jardim Estádio,40,Guarujá,Vila Maia,000000003518701,Guarujá,SP,25/03/2019,2019-03-15,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
11645,FAEV,FACULDADE DE EDUCAÇÃO E CULTURA DE VILHENA,Privada com fins lucrativos,Faculdade ,Ativa,,1427420,MEDICINA,Bacharelado,Educação Presencial,Em atividade,50,9040,Anual,6.0 Anos,50,,,,,,,,1060921,UNESC,Rua Cleber Mafra de Souza,8735,,Residencial Orleans,000000001100304,Vilhena,RO,08/08/2018,2018-05-14,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
666,UEFS,UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA,Pública Estadual,Universidade,Ativa,,64706,MEDICINA,Bacharelado,Educação Presencial,Em atividade,35,9740,Anual,6.00 Anos,35,,,,,,,,32401,Universidade Estadual de Feira de Santana - UEFS,Av Transnordestina,S/N,Campus Universitárfio,Novo Horizonte,000000002910800,Feira de Santana,BA,14/07/2003,2002-12-09,,,3,215,2016,2,2016,2,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
330,UNIG,UNIVERSIDADE IGUAÇU,Privada sem fins lucrativos,Universidade,Ativa,,7414,MEDICINA,Bacharelado,Educação Presencial,Em atividade,100,7990,Semestral,12.0 Semestres,100,,,,,,,,657839,CAMPUS  - NOVA IGUAÇU - JARDIM NOVA ERA,Avenida Abílio Augusto Távora,2134,,Jardim Nova Era,000000003303500,Nova Iguaçu,RJ,01/02/1977,1976-12-16,3,2013,2,138,2016,1,2016,1,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
597,UFTM,UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO,Pública Federal,Universidade,Ativa,,14615,MEDICINA,Bacharelado,Educação Presencial,Em atividade,95,7488,Semestral,12.00 Semestres,95,,,,,,,,1002363,Hospital de Clínicas da UFTM (HC),AVENIDA GETÚLIO GUARITÁ,130,,Abadia,000000003170107,Uberaba,MG,30/03/1954,1954-03-30,4,2018,3,290,2016,3,2016,4,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
605,USCS,UNIVERSIDADE MUNICIPAL DE SÃO CAETANO DO SUL,Pública Municipal,Universidade,Ativa,,1278877,MEDICINA,Bacharelado,Educação Presencial,Em atividade,60,7607,Semestral,12.0 Semestres,60,,,,,,,,2296,CAMPUS CENTRO,Rua Santo Antonio,50,,Centro,000000003548807,São Caetano do Sul,SP,17/03/2014,2013-12-18,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
4,UFAM,UNIVERSIDADE FEDERAL DO AMAZONAS,Pública Federal,Universidade,Ativa,,389,MEDICINA,Bacharelado,Educação Presencial,Em atividade,112,8125,Semestral,12.0 Semestres,112,12.0 Semestres,0,12.0 semestres,0,,,,1041324,FACULDADE DE MEDICINA,RUA AFONSO PENA,1053,,PRAÇA 14 DE JANEIRO,000000001302603,Manaus,AM,20/01/1966,1965-11-20,3,2017,3,253,2016,3,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
548,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,Pública Federal,Universidade,Ativa,,11446,MEDICINA,Bacharelado,Educação Presencial,Em atividade,100,8500,Semestral,12.0 Semestres,100,,,,,,,,1006314,Cidade Universitária,Avenida dos Portugueses,1966,,Vila Bacanga,000000002111300,São Luís,MA,05/07/1958,1958-07-05,4,2017,3,274,2016,2,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
1876,FMPFM,FACULDADE MUNICIPAL PROFESSOR FRANCO MONTORO DE MOGI GUAÇU,Pública Municipal,Faculdade ,Ativa,,1518495,MEDICINA,Bacharelado,Educação Presencial,Em atividade,60,8000,Semestral,12.00 Semestres,60,,,,,,,,1051511,Mogi Guaçu-Cachoeira de Cima,Rua dos Estudantes,s/n,,Cachoeira de Cima,000000003530706,Mogi Guaçu,SP,Não iniciado,2019-10-30,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
1087,,CENTRO UNIVERSITÁRIO APARÍCIO CARVALHO,Privada sem fins lucrativos,Centro Universitário,Ativa,,72675,MEDICINA,Bacharelado,Educação Presencial,Em atividade,80,8920,Anual,6.0 Anos,80,,,,,,,,658249,UNIDADE  - PORTO VELHO - JARDIM ELDORADO,Rua das Araras,241,- de 1/2 a 240/241,Eldorado,000000001100205,Porto Velho,RO,08/09/2004,2004-07-12,3,2011,3,213,2016,2,2016,1,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
790,FICSAE,Faculdade Israelita de Ciências da Saúde Albert Einstein,Privada sem fins lucrativos,Faculdade ,Ativa,,1317634,MEDICINA,Bacharelado,Educação Presencial,Em atividade,120,8665,Semestral,12.00 Semestres,120,,,,,,,,658103,UNIDADE  - SÃO PAULO - BUTANTÃ,Avenida Professor Francisco Morato,4293,,Butantã,000000003550308,São Paulo,SP,17/02/2016,2015-07-03,5,2015,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
730,UEPG,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Pública Estadual,Universidade,Ativa,,150039,MEDICINA,Bacharelado,Educação Presencial,Em atividade,40,8228,Anual,6.0 Anos,40,,,,,,,,658062,Unidade SEDE,Av. Carlos Cavalcanti,4748,Campus Universitário em Uvaranas,Uvaranas,000000004119905,Ponta Grossa,PR,19/07/2009,,,,4,325,2016,4,2016,4,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
295,UNISC,UNIVERSIDADE DE SANTA CRUZ DO SUL,Privada sem fins lucrativos,Universidade,Ativa,,91399,MEDICINA,Bacharelado,Educação Presencial,Em atividade,80,8520,Semestral,12.0 Semestres,80,,,,,,,,1002398,SANTA CRUZ DO SUL (SEDE),Avenida Independência,2293,,Universitário,000000004316808,Santa Cruz do Sul,RS,19/04/2006,2006-03-16,4,2018,4,321,2016,4,2016,4,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
1599,UNIPTAN,CENTRO UNIVERSITÁRIO PRESIDENTE TANCREDO DE ALMEIDA NEVES,Privada com fins lucrativos,Centro Universitário,Ativa,,1185025,MEDICINA,Bacharelado,Educação Presencial,Em atividade,49,7210,Semestral,12.00 Semestres,49,,,,,,,,658611,UNIDADE SEDE (UNIDADE),Avenida Leite de Castro,1.101,,Fábricas,000000003162500,São João del Rei,MG,11/08/2015,2015-07-03,4,2013,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
3849,UFT,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,Pública Federal,Universidade,Ativa,,1327450,MEDICINA,Bacharelado,Educação Presencial,Em atividade,60,7200,Semestral,12.0 Semestres,60,,,,,,,,1073168,CAMPUS UNIVERSITÁRIO DE ARAGUAÍNA - EMVZ,AC Araguaína,,BR 153, Km 112,Setor Central,000000001702109,Araguaína,TO,Não iniciado,2015-05-19,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
190,EMSM,ESCOLA DE MEDICINA SOUZA MARQUES DA FUNDAÇÃO TÉCNICO-EDUCACIONAL SOUZA MARQUES,Privada sem fins lucrativos,Faculdade ,Ativa,,5345,MEDICINA,Bacharelado,Educação Presencial,Em atividade,192,9340,Anual,6.0 Anos,192,,,,,,,,657767,CAMPUS  - RIO DE JANEIRO - CASCADURA,Avenida Ernani Cardoso,335,,Cascadura,000000003304557,Rio de Janeiro,RJ,15/05/1971,1970-02-02,4,2017,3,227,2016,2,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
585,UFSC,UNIVERSIDADE FEDERAL DE SANTA CATARINA,Pública Federal,Universidade,Ativa,,5001427,MEDICINA,Bacharelado,Educação Presencial,Em atividade,60,7200,Semestral,12.0 Semestres,60,,,,,,,,1063003,Campus Araranguá - Jardim das Avenidas,Rodovia Governador Jorge Lacerda,3201,,Jardim das Avenidas,000000004201406,Araranguá,SC,30/07/2018,2018-04-04,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
